,UKQuarterlyHPI,UKEmp,UKUnEmp,UKMonthlyHousePrice,RegCBI,RegCC,BusinessBirths,ConstructionOutput_TNH,ConstructionOutput_ANW,ConstructionOutput_AW,Unemployment,Employment,PublicEMP,WorkforceJobs,Exports,Imports,OvernightVisits,Spending,PayrollEMP,PayrollPayMedian,HousePrice,PMIAC,PMINB,PMIOB,PMICH,PMIPR,PMIEM,HousingRental,PMIFU
2011.75,-0.00475,70.2,8.4,-0.006440648,-99999999,5.4,-99999999,0.019900248,-0.022730936,-0.030237734,8.9,68.6,0.001403214,-0.007608273,-99999999,-99999999,-99999999,-0.301286351,-99999999,-99999999,-2.80E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004371601,-99999999
2012,-0.00547,70.5,8.2,-0.002870421,-99999999,5.5,-99999999,-0.010884704,-0.055118953,-0.040725719,8.9,68.2,0,0.001596086,-99999999,-99999999,-99999999,-0.042180591,-99999999,-99999999,-0.009200556,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001595609,-99999999
2012.25,0.00592,70.9,8,0.010604238,-99999999,5.5,-99999999,0.008942627,0.003847278,-0.0033401,8.2,68.9,-0.001403214,0.001590242,-99999999,-99999999,-99999999,0.205140457,-99999999,-99999999,0.029313815,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-3.32E-03,-99999999
2012.5,-0.00276,71.1,7.9,0.000627726,-99999999,5.5,-99999999,-0.06021714,0.000294754,0.017221352,8.6,68.6,-0.004237053,0.00848811,-99999999,-99999999,-99999999,0.119029818,-99999999,-99999999,-0.015764777,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005184958,-99999999
2012.75,-0.00262,71.4,7.8,-0.003719569,-99999999,5.5,-99999999,-0.036783169,0.027173718,0.036020487,8.6,68.7,0,-0.003438117,-99999999,-99999999,-99999999,-0.111373137,-99999999,-99999999,-0.006347264,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001496892,-99999999
2013,0.00035,71.2,7.8,-0.000415284,-99999999,5.4,-99999999,-0.067639454,-0.012475701,-0.016638362,8,69.6,0.001416949,-0.00632172,-99999999,-99999999,-99999999,-0.170750433,-99999999,-99999999,-0.00132393,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000360646,-99999999
2013.25,0.01115,71.3,7.7,0.010110556,-99999999,5.2,-99999999,0.080161203,0.063062162,0.049156496,7.8,69.8,0.001412341,0.004749896,-99999999,-99999999,-99999999,0.147240641,-99999999,-99999999,0.018762657,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002384372,-99999999
2013.5,0.0093,71.7,7.6,0.008576069,-99999999,4.8,-99999999,-0.009089273,0.023641545,0.018364726,8.1,70,-0.004250877,0.004074969,-99999999,-99999999,-99999999,0.210486644,-99999999,-99999999,0.005435096,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000238487,-99999999
2013.75,0.00887,72,7.2,0.004594345,-99999999,4.5,-99999999,0.043750388,0.006669615,0.000920009,7,70.8,0,0.004037089,-99999999,-99999999,-99999999,-0.315883895,-99999999,-99999999,-0.011623517,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00234351,-99999999
2014,0.00907,72.5,6.8,0.003805254,-99999999,4,-99999999,-0.016051614,-0.033841629,-0.01008771,6.6,70,-0.002857211,0.013691678,-99999999,-99999999,-99999999,-0.015363925,-99999999,-99999999,0.01453739,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000605679,-99999999
2014.25,0.02006,72.8,6.3,0.017867914,-99999999,3.7,-99999999,0.064349933,0.023427359,0.02714255,6.3,69.3,-0.004321374,-0.004818851,-99999999,-99999999,-99999999,0.144075803,-99999999,-99999999,0.034319137,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.0008671,-99999999
2014.5,0.00524,73,6,0.011591882,-99999999,3.4,-99999999,0.025957454,0.021806575,0.023320596,7,68.8,-0.002904991,-0.000302961,-99999999,-99999999,-99999999,0.209020598,-99999999,-99999999,0.023416026,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002226402,-99999999
2014.75,0.00044,73.2,5.7,-0.001060812,-99999999,3.2,-99999999,0.010604812,-0.006235983,-0.024573744,6.7,69.3,0,-0.000606557,-99999999,-99999999,-99999999,-0.31435492,0.001877493,0.01457945,-0.009551504,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.001464814,-99999999
2015,-0.001,73.4,5.5,-0.000299319,-99999999,3,-99999999,-0.043725792,-0.026350825,-0.042538292,6.5,69.6,-0.005868934,0.004828897,-99999999,-99999999,-99999999,-0.150858163,0.008528947,-0.002635048,-0.012295941,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00585164,-99999999
2015.25,0.01292,73.4,5.6,0.01177724,-99999999,3,-99999999,0.039285882,0.012205923,0.012553898,5.6,71.7,-0.004454341,0.000300031,-99999999,-99999999,-99999999,0.380051159,0.004334291,0.003949972,0.02370814,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00167332,-99999999
2015.5,0.00328,73.8,5.3,0.012155805,-99999999,2.9,-99999999,-0.062658758,0.026876845,0.042875963,6.4,70.6,-0.004500501,0.001198055,-99999999,-99999999,-99999999,0.134495606,0.003315235,-0.003949972,0.012700444,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.001497529,-99999999
2015.75,0.0029,74.1,5.1,0.00539855,-99999999,2.9,-99999999,-0.020543611,0.007254853,0.001832854,5.3,71.3,0,0.005646056,-99999999,-99999999,-99999999,-0.342883014,-0.000160215,0.007229739,0.009083943,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001297988,-99999999
2016,0.00334,74.1,5.1,0.005782963,-99999999,2.8,-99999999,-0.047206921,0.004506528,-0.003321049,4.6,72.4,0.00300551,0.001473685,-99999999,-99999999,-99999999,-0.099538543,0.00579844,0.00847739,0.000673174,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000498778,-99999999
2016.25,0.01224,74.4,4.9,0.010780347,-99999999,2.8,-99999999,0.055188378,0.050121346,0.043564943,4,72.4,-0.001500155,0,-99999999,-99999999,-99999999,0.468802813,0.003022977,0.006472515,0.033465643,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.001197485,-99999999
2016.5,0.00446,74.4,4.8,0.00391892,-99999999,2.8,-99999999,0.00273034,0.033750859,0.020555181,4.8,72.9,-0.003015946,-0.006223364,-99999999,-99999999,-99999999,0.048596813,0.002459513,0.003220615,-0.010091657,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000698707,-99999999
2016.75,-0.00086,74.6,4.7,0.001379832,-99999999,2.7,-99999999,0.037665695,-0.001808723,-0.007464359,4.5,72.5,0.001510591,-0.000896377,-99999999,-99999999,-99999999,-0.392422344,1.89E-03,0.003851096,1.01E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003386795,-99999999
2017,0.00153,74.8,4.6,-0.000531315,-99999999,2.6,-99999999,0.002143997,0.000613999,-0.013671433,4.6,73.7,0.004500501,-0.002700285,-99999999,-99999999,-99999999,-0.127560037,0.00185999,0.013363228,0.009162065,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003771717,-99999999
2017.25,0.00689,75.1,4.4,0.013111469,-99999999,2.6,-0.091613673,0.074292618,0.029184044,0.028705531,4.1,72.9,-0.001494991,0.005977995,-99999999,-99999999,0.194588899,0.27244531,0.006874016,0.004415018,0.017442568,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003165186,-99999999
2017.5,0.0035,75,4.3,0.00595275,-99999999,2.5,0.039293916,0.008023809,0.011944067,0.00280153,4.5,72.4,0,-0.002381333,-99999999,-99999999,0.162343719,0.207007725,0.003314679,0.006273546,0.01865525,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003253639,-99999999
2017.75,-0.00049,75.2,4.4,0.000839135,-99999999,2.5,-0.0788808,0.040593042,0.015082239,0.015197298,5.1,72.6,0.001494991,0.002084379,-99999999,-99999999,-0.372263065,-0.544008999,0.00308216,0.008717365,0.00372506,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006377886,-99999999
2018,0.00074,75.6,4.2,-0.00301288,-99999999,2.6,0.144322235,-0.048201368,-0.019063321,-0.019680583,4.3,73.6,0,0.003844648,-99999999,-99999999,-0.046370547,0.178966988,0.001670187,0.002476781,0.001503826,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.000391313,-99999999
2018.25,0.00568,75.5,4,0.008805021,-99999999,2.7,-0.000646753,0.056815264,0.038322338,0.040319181,4,74.7,-0.001494991,0.003518948,0.022674647,0.009686532,0.234217051,0.147081348,0.005429253,0.018989851,0.018305744,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001857374,-99999999
2018.5,0.00307,75.6,4.1,0.005854046,-99999999,2.9,-0.11239276,0.0015173,0.018671642,0.037017995,4.1,75,-0.00300551,-0.002636534,-0.002995835,0.0326592,0.110007755,0.167642904,0.000141093,-0.001822047,0.021380628,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,2.54E-03,-99999999
2018.75,-0.00388,75.8,4,-0.003248848,-99999999,3.1,0.053567856,0.012315977,-0.028379069,-0.012141463,4.1,76.2,0.00300551,-0.001766624,0.001500501,-0.001908191,-0.337433315,-0.23989038,0.000117961,0.011483958,0.012243155,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004083226,-99999999
2019,-0.00302,76.1,3.8,-0.004991601,-99999999,3.3,0.103091198,-0.02668472,-0.048325456,-0.041088926,4.5,75.4,0.001494991,0.001178547,0.028502803,-0.008274277,-0.034365671,-0.223124725,-0.001080501,0.014320054,-0.014454417,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002422599,-99999999
2019.25,0.00652,76.1,3.9,0.005595724,-99999999,3.4,-0.013656317,0.053832191,-0.006909798,-0.008645343,3.9,75,0,0.002347543,-0.021469942,-0.011283453,0.288947982,0.382890445,0.008050516,0.008259634,0.018641677,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001450747,-99999999
2019.5,0.0018,76,3.8,0.006533681,-99999999,3.6,-0.080631312,0.004931095,-0.032048,-0.001608897,3.8,73.9,0.001489862,-0.000585697,-0.003452672,-0.014234088,0.095410147,0.184150619,-0.002089239,0.000587372,0.009150717,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003858402,-99999999
2019.75,-0.00177,76.5,3.8,-0.003255121,-99999999,3.8,-0.066583819,0.007070097,-0.073770339,-0.044959203,2.9,74.4,0.001484769,-0.00798521,-0.007391575,0.015375718,-0.309225169,-0.196731228,-2.46E-03,0.009351325,0.012181221,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004035363,-99999999
2020,0.00398,76.3,4,0.001667164,-99999999,3.5,0.150819256,-0.057832792,-0.069872213,-0.04970269,3.2,74,0.002954396,0.003270977,-0.021370671,-0.026643776,-0.097642734,-0.195613493,-3.66E-04,0.00580048,0.003674523,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002585589,-99999999
2020.25,0.00441,75.7,4.1,0.003752935,-99999999,6.8,-0.143266118,-0.284863279,-0.186591977,-0.18338606,2.7,74.4,0.005849172,-0.006867639,-0.182809761,-0.190887676,-99999999,-99999999,-0.018195986,0.003464207,0.002035583,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003437086,-99999999
2020.5,0.00821,74.9,4.9,0.012472489,-99999999,6.9,0.008241129,0.234921317,0.176046154,0.162682497,4.6,72,-0.001454924,0.001802054,0.08081711,0.084247098,-99999999,-99999999,-0.001585533,0.038444531,0.015736918,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004943916,-99999999
2020.75,0.01049,74.6,5.2,0.011431048,-99999999,6.6,0.076177626,0.027324682,0.024947286,0.025721729,4.5,72.3,0.005790679,-0.004822195,0.031859534,0.056358499,-99999999,-99999999,-0.004695934,0.006082407,0.063967856,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,3.69E-03,-99999999
2021,0.00344,74.7,4.9,0.009564843,-99999999,6.6,0.15838152,-0.043557944,-0.016456149,0.007769252,4.5,73.8,0.005714484,0.003020141,-0.047807491,-0.0381496,-99999999,-99999999,0.001071231,0.01151013,0.019340085,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002924944,-99999999
2021.25,0.02026,75,4.7,0.020892106,-99999999,5.6,-0.072291284,0.073199119,0.053719964,0.035002498,4.1,74.1,0,0.012752478,0.061758978,0.022443542,0.439332694,0.477121255,0.023511998,0.017823858,0.06044303,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002981306,-99999999
2021.5,0.00855,75.3,4.3,0.004603974,-99999999,5.1,-0.017775589,-0.004368609,0.036270644,0.020436354,3.8,73.7,0,-0.010650807,0.0518211,0.058241774,0.581856605,0.508155488,0.00897004,0.005871381,9.58E-03,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002192585,-99999999
2021.75,0.00968,75.5,4,0.004272025,-99999999,4.7,-0.028419101,0.012639528,0.006055093,0.012099257,3.1,74.4,0.004237053,0.002984854,0.0372627,0.047215373,0.202825512,-0.04742465,0.004650388,0.015315853,2.86E-02,-99999999,-1.00E+08,-99999999,-99999999,-99999999,-99999999,0.00696613,-99999999
2022,0.01295,75.6,3.7,0.010969918,-99999999,-99999999,0.132526888,-99999999,-99999999,-99999999,3,74.2,0.009728603,0.009131,0.011137608,0.088038184,0.037248057,0.317420412,0.007935133,0.023822981,0.011877443,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003218043,-99999999
2022.25,0.01583,75.5,3.8,-99999999,-99999999,-99999999,-0.118992537,-99999999,-99999999,-99999999,3.8,72.7,0,0.0077993,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
